fit_set_key,sdt_filename,session_root,fit_folder,base_stem,b_val,shift_free,fixation_type,n_total,n_photon_ok,n_chi2_ok,n_amp_ok,n_tau_ok,n_taumean_ok,n_final,pct_final
20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c3-b5::4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012,4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260509_KPC_fixed_dishes_on_SLIM,fitet-sz-c3-b5,4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012,5,False,form,65536,20811,64768,65366,41722,65536,14127,21.6
20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c3-b5::4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013,4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260509_KPC_fixed_dishes_on_SLIM,fitet-sz-c3-b5,4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013,5,False,form,65536,55079,65310,65473,39581,65536,32940,50.3
20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c3-b5::4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014,4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260509_KPC_fixed_dishes_on_SLIM,fitet-sz-c3-b5,4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014,5,False,form,65536,44689,63925,65516,44763,65536,28345,43.3
20260509_KPC_fixed_dishes_on_SLIM::fitet-sz-c3-b5::4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015,4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260509_KPC_fixed_dishes_on_SLIM,fitet-sz-c3-b5,4_BKOCO2form20min_740nm_2995mW_u1_poc0p6_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015,5,False,form,65536,42041,63133,65395,43846,65536,25873,39.5
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,5,True,live,65536,47310,61203,65536,64716,65174,45869,70.0
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,5,True,live,65536,61686,62926,65536,65496,65436,59584,90.9
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,5,True,live,65536,52844,62897,65536,64758,65317,51884,79.2
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,5,True,live,65536,65461,64352,65536,65536,65536,64332,98.2
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,5,True,live,65536,57568,63174,65536,65047,65507,56136,85.7
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,5,True,live,65536,65534,64457,65536,65536,65442,64361,98.2
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,5,True,live,65536,65536,64732,65536,65536,65536,64732,98.8
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007,5,True,live,65536,65494,63551,65536,65536,65337,63310,96.6
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008,5,True,live,65536,65536,64402,65536,65536,65536,64402,98.3
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,5,True,live,65536,65536,64623,65536,65352,65135,64222,98.0
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,5,True,live,65536,48057,62833,65536,64616,65049,47114,71.9
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,5,True,live,65536,62640,64466,65536,65421,65307,61636,94.0
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0012,5,True,live,65536,52465,63035,65536,65042,65515,51902,79.2
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0013,5,True,live,65536,46578,61741,65536,64521,65230,45013,68.7
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0014,5,True,live,65536,46504,62164,65536,64809,65375,45476,69.4
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0015,5,True,live,65536,61022,62531,65536,64840,64809,57776,88.2
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0000,5,True,live,65536,58502,60521,65536,63645,65230,53521,81.7
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0001,5,True,live,65536,65536,62625,65536,65520,65536,62609,95.5
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0002,5,True,live,65536,62828,62797,65536,64213,65314,59481,90.8
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0003,5,True,live,65536,65536,63978,65536,65536,65536,63978,97.6
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0004,5,True,live,65536,63395,62651,65536,64821,65536,60374,92.1
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0005,5,True,live,65536,65536,63452,65536,65515,65536,63431,96.8
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0006,5,True,live,65536,65536,63794,65536,65534,65536,63792,97.3
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0007,5,True,live,65536,65536,63255,65536,65413,65285,62995,96.1
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0008,5,True,live,65536,65536,63594,65536,65524,65536,63582,97.0
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0009,5,True,live,65536,65536,63927,65536,65371,65229,63614,97.1
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0010,5,True,live,65536,65531,63422,65536,63959,65365,61875,94.4
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0011,5,True,live,65536,65536,64295,65536,64870,65271,63627,97.1
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0012,5,True,live,65536,64976,63369,65536,64517,65536,61979,94.6
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0013,5,True,live,65536,65524,62862,65536,61211,65134,58845,89.8
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0014,5,True,live,65536,54272,61214,65536,63543,65145,50626,77.2
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p2_20x0p75NA_535s50_g70_z1_256pix_basicFLIM_120f_0015,5,True,live,65536,65181,63267,65536,64585,64730,61986,94.6
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0000,5,True,live,65536,65536,65160,65536,65532,65301,65110,99.3
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0001,5,True,live,65536,65536,65287,65536,65536,65363,65166,99.4
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0002,5,True,live,65536,65536,64962,65536,65536,65536,64962,99.1
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0003,5,True,live,65536,65536,63998,65536,65536,65414,63959,97.6
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0004,5,True,live,65536,65536,65235,65536,65536,65413,65166,99.4
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0005,5,True,live,65536,65536,65046,65536,65536,65421,65046,99.3
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0006,5,True,live,65536,65536,64415,65536,65536,65298,64393,98.3
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0007,5,True,live,65536,65536,64831,65536,65536,65496,64831,98.9
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0008,5,True,live,65536,65536,64648,65536,65531,65441,64553,98.5
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0009,5,True,live,65536,65536,64305,65536,65486,65171,64259,98.1
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0010,5,True,live,65536,65536,64993,65536,65536,65111,64708,98.7
20260517_KPC_live_on_SLIM::fitet-sf-c2-b5::3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011.sdt,20260517_KPC_live_on_SLIM,fitet-sf-c2-b5,3_BKOCO2live_740nm_3097mW_u1_poc0p45_20x0p75NA_457s50_g70_z1_256pix_basicFLIM_120f_0011,5,True,live,65536,65536,63897,65536,65514,65162,63782,97.3
